Sector,Suprafata_mp,Numar_Camere,Etaj,An_Constructie,Distanta_Metrou_km,Bai,Balcon,Pret_Euro
1,83.6,4,6,2012,0.34,2,1,295900.0
3,110.8,4,3,2012,0.51,1,1,303800.0
5,130.5,1,10,2001,0.26,1,0,134500.0
6,103.0,5,8,1987,0.43,1,0,128900.0
6,88.2,5,8,1986,0.38,1,1,139200.0
2,74.0,5,1,2003,1.1,2,1,161400.0
4,31.7,3,9,2008,1.24,1,1,47600.0
2,66.3,2,9,1976,4.35,2,1,81000.0
6,102.3,4,10,2011,0.33,2,1,177000.0
5,92.5,5,5,2023,1.54,1,0,213100.0
1,37.8,1,3,2022,2.55,1,0,88600.0
1,85.4,5,7,2004,1.23,2,1,268200.0
5,83.2,2,10,1999,0.44,2,0,93100.0
6,78.7,2,6,1981,0.46,1,1,69500.0
1,69.3,4,6,2004,0.1,2,1,259100.0
1,86.6,3,10,1980,0.55,2,1,183200.0
1,87.4,4,9,2013,2.05,1,1,222200.0
4,54.0,5,8,1973,0.1,1,1,90800.0
4,81.4,1,4,1994,0.37,2,0,98600.0
3,65.3,4,5,2017,1.84,2,1,163700.0
2,32.8,3,0,2001,2.29,1,1,60400.0
5,56.0,4,5,1989,0.91,1,0,67900.0
5,30.9,2,1,2019,1.8,1,0,38400.0
5,94.5,5,5,2000,0.74,1,0,193500.0
3,78.9,5,8,1973,0.26,2,0,173600.0
4,61.1,5,7,2023,0.76,1,1,171400.0
6,105.5,5,8,2007,1.3,1,1,150300.0
6,71.7,5,9,2022,4.44,1,1,164500.0
3,34.2,5,7,2016,0.11,1,1,124900.0
6,59.0,1,2,1970,1.06,1,1,45100.0
5,110.8,3,7,1972,0.6,1,1,136000.0
2,53.3,5,5,2006,1.06,1,1,152600.0
1,76.9,3,5,1991,0.1,1,1,205200.0
4,88.6,5,5,1986,0.56,1,1,160500.0
4,84.7,4,2,1983,2.57,1,1,110800.0
3,131.2,5,9,2010,1.21,2,1,307900.0
4,40.6,2,0,2004,0.9,1,0,44100.0
5,43.1,1,3,1982,0.5,1,1,48500.0
6,41.0,4,9,2004,0.53,2,1,69000.0
5,62.6,4,5,2012,0.72,1,0,105500.0
3,97.5,2,10,1971,2.71,2,1,96200.0
5,44.2,5,9,2016,5.0,1,1,74700.0
6,97.8,1,1,1982,0.87,1,0,69700.0
2,70.9,4,6,2020,0.75,2,1,235900.0
3,42.3,1,6,2023,2.81,2,0,79300.0
2,30.0,4,10,1985,0.84,1,1,63700.0
1,31.8,5,3,1987,1.2,1,0,85300.0
2,53.4,4,3,1976,0.39,1,1,116800.0
1,65.8,4,0,2014,2.04,2,0,172500.0
1,103.7,3,1,2005,1.14,2,0,199000.0
2,90.0,5,8,2010,2.48,1,0,241000.0
3,49.0,2,9,1999,2.28,1,1,49300.0
6,80.2,2,7,2011,0.36,1,1,129100.0
5,111.3,5,7,2010,1.89,1,1,217800.0
5,116.8,2,8,1976,2.41,1,1,85900.0
6,62.1,5,6,1984,0.64,1,1,87900.0
1,94.0,2,8,2009,0.28,1,0,205900.0
1,104.7,3,9,1988,0.1,2,1,248200.0
3,32.3,2,1,2012,0.9,2,0,63000.0
4,57.2,4,5,2006,0.65,1,1,98800.0
2,125.5,5,2,1971,1.21,1,1,296000.0
1,62.5,1,10,2011,0.31,2,1,154800.0
5,30.0,1,5,2017,2.95,1,0,34100.0
3,67.0,5,2,2024,0.45,2,1,254800.0
2,98.1,3,7,1982,0.39,1,0,166500.0
3,70.2,2,10,2009,0.98,1,0,119300.0
2,87.9,3,3,2010,1.04,1,0,190200.0
2,93.5,1,9,2012,0.36,1,1,177400.0
6,61.1,5,5,2012,0.48,2,1,137500.0
1,57.0,5,8,2024,0.28,1,1,237700.0
3,73.8,3,1,2000,1.9,1,0,139600.0
3,74.4,3,1,1985,2.21,1,1,76500.0
6,71.4,2,6,2011,0.93,2,1,99700.0
5,72.4,4,1,2013,1.88,1,0,103300.0
5,51.3,4,1,1975,2.0,1,0,59000.0
1,88.8,2,3,1997,0.22,1,1,209200.0
1,85.0,4,8,2001,5.0,1,1,170000.0
4,36.6,1,7,2013,2.58,1,1,48200.0
6,60.3,4,1,1979,0.34,2,1,79100.0
5,72.3,2,7,2019,0.31,1,0,127300.0
2,56.6,4,3,1987,0.2,1,0,142300.0
3,85.9,5,1,1973,0.22,2,1,171500.0
1,68.3,3,10,1978,2.07,1,1,103700.0
3,74.2,1,9,1976,0.95,1,1,75900.0
3,60.0,5,6,2019,2.29,1,1,169500.0
4,30.0,5,5,1977,2.06,1,1,55900.0
5,30.0,2,9,2012,1.39,2,0,41100.0
1,84.7,3,4,1976,1.74,1,1,151500.0
3,76.7,3,10,2010,0.1,1,1,166300.0
1,81.0,1,0,2009,0.56,2,0,171200.0
2,73.4,2,1,1972,1.52,1,1,97200.0
4,75.4,1,7,1986,0.1,1,0,84200.0
2,94.2,4,0,1971,0.1,1,0,187700.0
1,81.1,5,2,1984,2.86,1,1,184700.0
1,96.0,1,1,2015,1.73,2,1,196300.0
5,74.3,5,4,1998,0.46,2,0,135700.0
3,62.5,2,3,2019,1.75,1,1,131800.0
3,74.9,4,6,2017,2.36,1,1,131500.0
2,49.1,2,4,2021,0.55,1,1,126600.0
4,60.5,4,7,1991,0.1,1,1,127900.0
6,74.4,4,3,1973,4.05,1,0,65400.0
3,74.1,5,5,2021,0.64,1,0,229700.0
5,67.3,2,3,1975,0.17,2,0,74300.0
2,35.3,2,1,2007,1.02,2,0,61800.0
2,85.9,1,0,1995,2.19,1,0,102600.0
6,90.9,2,0,1980,0.38,1,0,73200.0
5,111.1,1,7,1995,0.47,1,1,98200.0
4,81.0,3,3,1986,0.42,2,1,105200.0
5,70.0,3,4,1993,5.0,2,1,85200.0
4,44.7,3,10,1997,0.33,2,0,69600.0
5,107.3,2,7,2004,1.29,1,1,145200.0
5,76.2,2,6,2000,3.89,2,0,89900.0
1,74.8,1,7,1982,0.24,1,1,123500.0
2,63.6,4,7,2023,5.0,1,0,200000.0
5,62.1,1,5,2004,4.42,1,1,57000.0
6,87.2,3,9,1985,3.24,1,1,65200.0
5,44.5,1,1,1984,0.36,1,1,37400.0
3,110.6,4,5,2012,1.51,1,0,197600.0
2,105.2,2,0,1987,2.15,1,1,127900.0
3,61.1,1,0,2016,5.0,1,1,78000.0
2,48.4,3,10,2006,0.3,1,0,102000.0
3,30.0,3,2,2017,2.18,1,1,62200.0
5,38.7,2,2,2017,0.62,1,1,63800.0
5,88.2,1,10,2018,0.29,1,1,118700.0
1,77.9,4,4,2010,0.82,1,1,225200.0
6,82.3,2,0,1996,2.37,2,1,67800.0
3,30.0,1,9,2024,0.94,1,1,53300.0
4,60.1,5,5,2004,1.16,1,1,127000.0
1,104.2,3,6,2021,5.0,1,1,252000.0
3,67.6,4,9,2014,0.76,2,1,173800.0
3,38.2,4,10,2023,1.43,2,1,101100.0
1,67.2,4,2,2004,0.68,1,1,209700.0
5,50.7,3,3,1997,0.75,1,0,70500.0
3,78.3,1,9,2008,1.78,2,1,108700.0
5,70.5,2,10,2007,4.17,2,0,64800.0
1,83.6,1,9,1978,1.17,2,0,110300.0
5,39.6,2,9,1981,2.19,2,0,35100.0
2,58.8,4,9,1984,0.14,2,1,114600.0
4,97.3,1,9,1990,0.36,1,0,114000.0
3,36.1,4,2,2021,1.05,1,1,108400.0
6,44.9,5,0,2004,0.1,1,1,87300.0
4,75.0,4,7,2011,0.44,2,0,173700.0
5,77.2,4,9,2002,1.09,1,0,119600.0
3,57.8,2,9,2020,0.1,2,1,119400.0
5,63.0,5,1,1988,0.46,1,1,105600.0
2,83.3,4,0,2024,1.08,1,1,232000.0
1,91.2,4,7,1992,1.28,2,1,195900.0
3,43.3,5,6,1982,3.9,1,1,77900.0
2,79.1,5,6,2013,1.55,1,1,220500.0
2,107.8,1,3,1970,0.8,1,1,154200.0
3,67.1,2,10,2020,4.0,1,1,90500.0
5,43.0,5,8,1998,2.3,1,1,69500.0
6,41.8,5,5,1993,0.33,1,0,87800.0
2,66.0,3,1,1985,0.21,1,1,121000.0
4,95.9,5,0,1994,1.69,2,1,146300.0
2,69.0,2,0,2024,1.23,2,1,136700.0
6,74.7,4,8,1992,2.34,1,0,78700.0
5,45.1,4,3,1997,2.01,2,1,73100.0
5,94.6,4,4,2016,1.47,1,0,174800.0
4,41.4,4,2,1985,5.0,1,0,48700.0
2,57.4,3,3,2012,1.14,1,0,121200.0
5,85.7,5,7,2007,0.18,2,1,204200.0
6,30.0,4,3,1980,2.64,2,0,41300.0
3,74.3,1,8,1972,0.44,1,1,93500.0
1,44.0,4,8,1984,2.25,1,0,80100.0
1,70.4,5,5,1970,4.72,1,1,167700.0
1,61.2,4,1,1976,1.79,1,0,108000.0
2,122.6,3,9,1970,1.36,1,0,146600.0
4,60.2,2,10,2018,0.93,1,1,87500.0
5,116.1,2,6,2001,0.68,2,1,166700.0
3,84.7,5,8,1978,0.65,1,0,168600.0
6,50.0,2,5,1998,1.52,2,0,48000.0
3,78.3,2,2,1995,2.09,2,0,97400.0
6,62.4,1,6,1992,1.7,1,1,49300.0
2,76.1,5,4,2014,0.33,2,1,238400.0
1,52.2,5,0,2012,1.02,2,1,183100.0
2,112.3,2,2,1998,2.35,1,0,166600.0
4,93.1,2,4,2021,0.97,1,1,166400.0
4,70.8,2,6,2007,1.15,2,0,86400.0
6,113.2,3,2,2002,2.21,1,0,150100.0
5,71.9,4,5,1976,1.62,1,1,85800.0
5,97.4,3,4,1981,0.79,1,1,114500.0
6,71.0,5,0,2000,3.39,2,0,96300.0
4,79.8,1,9,2001,0.27,2,1,111300.0
4,68.0,4,5,2023,5.0,2,1,143600.0
4,72.4,1,7,1989,0.19,1,1,81200.0
2,74.3,5,0,2024,0.1,1,1,291100.0
4,53.3,5,1,2020,3.31,1,1,127500.0
3,60.0,1,3,1986,0.42,2,1,70900.0
1,64.6,1,1,2005,1.96,1,1,116200.0
4,75.7,1,10,1972,2.5,1,1,58300.0
6,69.2,5,8,1970,2.94,1,0,83400.0
1,99.3,2,9,2019,5.0,1,1,193200.0
2,91.2,1,7,1996,0.52,2,0,133100.0
6,65.1,4,7,2022,1.86,2,0,116600.0
1,104.5,5,3,2016,0.18,2,1,378100.0
6,116.8,3,4,2009,0.78,1,0,169500.0
2,30.0,3,3,2002,2.83,2,1,71700.0
3,93.3,4,8,1989,0.69,2,1,154500.0
2,52.7,2,1,1983,1.34,1,1,68700.0
2,90.0,1,10,2005,1.05,2,0,113500.0
6,101.0,5,7,1974,1.56,1,0,119800.0
5,48.1,1,1,1992,5.0,2,1,42300.0
4,30.0,5,0,2014,0.1,2,1,91000.0
4,90.9,3,9,1984,1.28,2,0,96200.0
3,73.4,1,2,1975,2.98,1,0,71300.0
3,30.0,4,8,2002,0.98,1,1,66900.0
4,133.2,2,2,2024,0.12,1,0,293800.0
5,85.6,4,8,1988,1.23,1,1,92000.0
4,86.8,2,6,1982,0.61,2,1,104400.0
5,104.1,1,9,1998,0.25,2,1,109700.0
3,55.5,1,0,1975,2.84,2,1,46300.0
1,73.3,2,9,1984,1.11,1,0,95400.0
6,37.0,3,4,1985,4.06,2,1,37900.0
3,54.8,5,8,1993,2.46,2,1,117500.0
3,79.6,4,2,1992,1.77,2,1,151300.0
2,30.0,4,8,2017,0.1,1,1,101600.0
2,54.1,4,4,1979,0.84,1,1,100000.0
2,46.8,1,8,2023,0.33,1,0,109600.0
6,73.6,4,9,2010,3.63,1,1,91200.0
2,84.4,5,5,2010,0.29,1,1,307900.0
5,88.6,5,8,2018,0.51,2,1,237900.0
4,95.0,2,6,1986,1.09,1,1,97500.0
1,104.3,1,6,2018,0.46,1,1,233500.0
3,85.2,5,7,2013,0.35,1,1,214500.0
5,117.2,3,6,2014,1.37,2,1,178400.0
1,73.0,1,8,1999,0.14,2,0,122600.0
5,65.7,1,10,2013,0.1,2,1,98000.0
5,85.2,5,8,2015,0.7,1,1,174700.0
3,64.6,3,5,1979,1.91,1,1,86000.0
4,116.3,2,6,2024,1.21,2,1,195300.0
2,98.3,5,1,1988,0.82,1,1,233100.0
6,88.8,3,8,1998,1.25,1,1,110500.0
4,73.3,1,0,1971,0.68,1,1,60800.0
6,59.8,3,0,2005,4.13,1,0,57400.0
3,87.5,1,2,1988,0.1,2,0,116000.0
3,41.8,5,5,1976,1.68,1,1,82300.0
3,108.4,5,4,1995,3.33,1,1,196400.0
1,65.6,4,1,1984,2.44,1,0,107100.0
6,77.6,4,8,2016,0.31,1,0,119700.0
4,47.3,4,9,2007,0.53,1,1,96400.0
4,88.1,5,3,1972,1.89,2,1,143800.0
5,58.7,2,3,2007,0.13,1,1,71000.0
5,86.2,5,4,1985,2.51,1,0,121600.0
5,88.9,3,7,1971,1.9,1,1,90600.0
3,53.8,5,9,2000,1.96,1,1,137800.0
4,41.9,5,3,1997,0.16,1,1,107700.0
6,108.3,1,4,1976,1.9,1,1,72700.0
3,65.2,1,3,1999,1.71,2,0,68600.0
1,75.6,1,5,2012,2.67,2,1,140400.0
5,82.1,5,2,1976,0.1,1,0,137800.0
3,38.7,2,7,2005,0.1,1,0,75800.0
3,81.6,3,5,1998,0.7,2,1,136300.0
1,72.5,3,9,1993,0.24,2,1,187800.0
2,53.9,2,4,2021,1.23,1,1,109600.0
4,41.1,2,1,2008,3.74,2,1,53500.0
6,85.1,3,9,1973,0.75,2,1,89500.0
2,98.2,4,9,1998,2.8,2,1,149000.0
5,74.5,1,6,2013,0.1,1,0,116700.0
3,34.1,1,1,1974,0.28,1,1,41600.0
1,43.6,3,0,2024,0.1,1,0,149200.0
1,59.2,2,6,1998,0.6,2,1,118300.0
4,109.1,4,4,1999,3.58,1,0,159500.0
2,63.8,3,0,1998,0.15,1,1,111400.0
4,58.3,1,3,1995,1.4,2,1,73500.0
3,30.0,5,3,1988,0.9,2,1,80700.0
4,53.6,2,9,1995,4.18,2,1,49700.0
6,39.2,5,6,2006,0.2,2,1,112400.0
1,44.9,3,8,1996,0.36,2,1,105900.0
1,73.0,1,1,1999,0.1,1,1,143300.0
5,60.0,4,0,2020,0.85,2,1,103100.0
5,112.5,5,1,2022,0.49,2,0,337200.0
3,97.0,4,6,1999,3.06,1,0,139400.0
6,54.8,1,9,1972,1.39,1,0,38700.0
2,47.1,5,5,2012,1.43,2,0,141300.0
4,104.6,4,3,1976,1.14,1,1,137000.0
3,111.5,4,0,2018,0.14,2,0,308600.0
5,30.0,5,0,1978,0.88,1,0,54300.0
4,72.3,1,4,2022,5.0,1,0,87300.0
5,63.7,4,0,2010,2.7,1,1,103600.0
4,86.2,3,6,2011,3.36,1,1,144400.0
2,118.6,5,10,1982,2.6,2,1,195900.0
3,57.9,2,0,1984,0.16,1,1,80100.0
4,30.0,2,0,2023,0.39,1,0,45700.0
6,84.5,1,1,1974,0.1,1,1,68000.0
1,104.7,3,10,1998,0.54,1,1,232100.0
6,62.4,4,9,2004,0.17,1,0,97200.0
6,52.4,2,2,1996,0.96,2,1,62700.0
1,59.1,1,10,1996,1.7,1,1,90700.0
6,91.3,3,0,1977,3.11,1,1,69600.0
4,58.6,3,8,2001,2.07,1,1,83000.0
4,78.2,1,9,1989,4.19,1,0,51100.0
4,70.7,1,7,1979,0.1,1,0,76200.0
1,68.1,4,4,1982,0.1,1,0,191700.0
6,87.5,1,10,1998,1.62,2,0,76500.0
1,58.0,4,1,2004,0.51,2,0,187500.0
4,59.2,4,4,2023,0.44,2,1,154400.0
6,89.9,5,5,1977,0.6,1,0,130500.0
6,45.3,3,0,1998,0.47,1,1,49000.0
5,48.0,3,10,2000,1.07,1,1,56600.0
5,38.5,3,3,2010,0.87,2,1,71900.0
2,91.2,5,8,1999,1.08,2,1,193200.0
3,67.4,4,1,1991,1.68,1,1,122000.0
5,37.2,4,4,1990,0.73,1,1,67900.0
1,91.3,1,0,1981,0.43,2,1,112100.0
5,56.1,5,3,1980,0.27,2,1,104000.0
2,48.2,1,3,1971,0.64,2,1,62300.0
6,65.1,5,5,2019,2.03,2,0,127500.0
2,107.0,1,9,2010,2.12,2,1,172600.0
6,60.1,2,8,1971,1.65,1,1,45200.0
6,84.4,3,2,2003,0.4,2,1,124600.0
3,88.2,3,8,1972,1.33,2,0,118900.0
5,81.1,4,5,1985,1.27,2,1,85200.0
1,101.8,2,6,2020,0.99,1,1,299900.0
1,52.3,3,9,1973,1.2,1,0,80700.0
4,43.9,4,1,1992,1.02,1,1,69500.0
6,43.4,2,10,2019,1.25,1,1,52000.0
1,66.4,3,9,1989,1.89,2,1,127800.0
3,46.3,1,5,1994,0.17,1,1,61400.0
6,73.7,5,5,1999,2.08,1,1,108300.0
3,71.9,2,1,1987,0.22,2,1,102500.0
1,95.5,4,1,2011,0.1,1,0,284300.0
1,77.3,2,1,1980,5.0,1,1,87300.0
4,59.6,4,9,1998,4.72,1,1,75700.0
1,80.3,2,0,1986,0.1,1,1,123600.0
6,44.2,4,4,1995,0.88,1,1,64300.0
6,69.0,3,7,1992,0.31,2,0,87200.0
6,78.0,1,1,2021,1.0,1,1,99000.0
4,73.2,3,4,2017,2.66,2,1,130400.0
4,80.4,1,7,1989,4.51,1,0,63100.0
1,53.9,3,9,2014,1.51,1,0,118500.0
2,98.8,3,4,1971,0.66,1,0,147300.0
2,115.6,2,1,1993,1.39,1,1,194300.0
4,30.0,5,2,2000,0.56,1,0,78100.0
1,39.6,4,5,1996,3.61,1,0,74300.0
2,71.1,4,10,1971,3.06,1,1,95300.0
1,63.6,4,10,1983,1.23,1,1,134100.0
1,117.4,1,4,1973,0.59,1,0,184400.0
1,75.5,4,10,2018,0.52,1,0,254600.0
5,104.8,4,3,1982,0.1,2,0,157500.0
6,30.0,2,3,2005,2.54,2,0,38600.0
1,90.4,3,4,2004,0.9,1,0,230600.0
5,52.1,4,1,2013,0.59,1,1,121900.0
4,51.7,5,8,2023,0.96,2,0,148300.0
2,63.8,4,1,2024,2.56,1,1,189400.0
6,34.4,1,9,1977,0.2,2,1,37300.0
2,81.1,1,1,1971,2.92,1,1,84300.0
6,74.8,1,9,1975,3.42,2,1,49900.0
2,76.7,4,8,2000,4.4,1,1,147900.0
6,92.2,2,2,2023,0.76,2,1,158400.0
2,107.9,5,9,1979,0.37,1,1,221200.0
2,60.9,4,6,2013,0.7,2,0,178700.0
2,81.9,2,3,1990,0.61,1,0,153200.0
2,77.3,2,5,2011,0.29,1,1,218700.0
4,79.4,4,3,1979,1.4,2,1,125100.0
1,79.8,4,9,1992,0.97,1,1,216600.0
3,109.8,2,6,1972,3.01,2,1,112200.0
5,58.5,2,0,2001,0.1,1,1,80100.0
3,31.9,2,2,1989,1.55,2,1,48600.0
3,52.6,4,2,1979,2.16,1,1,75200.0
6,88.9,2,0,1998,2.14,2,1,71000.0
1,70.6,1,5,2010,3.26,2,1,159000.0
6,58.3,4,10,2021,1.96,1,1,91700.0
1,43.1,1,8,2020,3.94,2,0,70500.0
1,75.5,3,7,2015,0.61,2,1,242100.0
2,86.1,4,10,2003,1.05,1,0,205300.0
4,77.6,3,6,2006,0.1,1,0,146700.0
2,63.7,2,9,1989,0.1,1,1,95600.0
4,73.7,2,7,1977,0.41,2,0,82800.0
6,73.5,5,5,1976,0.16,1,1,123200.0
4,74.7,2,8,1975,0.45,1,0,85000.0
6,40.4,3,2,1980,0.29,1,1,51900.0
3,74.9,2,9,2013,0.1,1,0,163100.0
3,59.0,4,9,1987,3.6,2,1,73600.0
4,96.0,2,8,2020,0.1,2,0,175400.0
4,73.3,5,3,2011,2.0,1,1,171500.0
6,90.9,2,6,1998,0.25,1,1,96200.0
2,62.5,3,8,1994,3.65,2,1,91600.0
6,63.4,3,1,1990,3.35,1,0,61600.0
2,107.4,2,1,2015,1.59,1,0,205600.0
3,80.9,3,8,1972,1.67,1,0,110900.0
1,52.1,3,2,1987,0.1,1,1,122100.0
4,92.4,5,8,1993,5.0,1,1,145900.0
2,56.7,4,4,2016,3.15,2,1,151700.0
6,75.6,5,5,2007,3.38,1,0,139300.0
3,115.9,1,1,1979,1.61,2,1,137200.0
2,34.2,5,7,1996,0.63,1,1,102900.0
6,65.6,2,10,1981,3.36,1,0,40300.0
4,80.2,4,8,1976,0.52,2,1,113900.0
4,89.1,2,1,1986,1.24,1,1,84800.0
5,39.0,1,5,1970,0.16,1,0,38200.0
1,31.6,4,5,2019,3.83,1,0,97100.0
5,97.3,3,7,1995,0.23,1,0,142000.0
3,52.0,5,9,1984,0.38,2,1,109600.0
2,50.9,2,4,2020,1.23,1,0,107700.0
